gamePk,date,venue,home_team,away_team,home_team_id,away_team_id,home_score,away_score,home_hits,away_hits,home_errors,away_errors,weather,temperature,attendance,duration_minutes
778057,2025-05-04,Yankee Stadium,New York Yankees,Tampa Bay Rays,147,139,5,7,8,16,2,0,Cloudy,67,43349,184
778056,2025-05-04,Rogers Centre,Toronto Blue Jays,Cleveland Guardians,141,114,4,5,7,10,0,3,Roof Closed,68,30641,194
778061,2025-05-04,loanDepot park,Miami Marlins,Athletics,146,133,2,3,5,10,0,0,Roof Closed,72,17690,148
778059,2025-05-04,Citizens Bank Park,Philadelphia Phillies,Arizona Diamondbacks,143,109,9,11,14,12,1,0,Overcast,68,44010,210
778055,2025-05-04,Rate Field,Chicago White Sox,Houston Astros,145,117,5,4,7,9,0,1,Partly Cloudy,52,19418,150
778054,2025-05-04,American Family Field,Milwaukee Brewers,Chicago Cubs,158,112,4,0,6,5,1,0,Roof Closed,64,37360,148
778052,2025-05-04,Globe Life Field,Texas Rangers,Seattle Mariners,140,136,8,1,11,4,0,1,Sunny,74,27812,138
778048,2025-05-04,Oracle Park,San Francisco Giants,Colorado Rockies,137,115,9,3,13,10,2,0,Sunny,64,41087,149
778050,2025-05-04,Angel Stadium,Los Angeles Angels,Detroit Tigers,108,116,1,13,5,16,0,0,Overcast,65,37554,161
778058,2025-05-04,Great American Ball Park,Cincinnati Reds,Washington Nationals,113,120,1,4,5,9,1,0,Overcast,59,23494,161
778060,2025-05-04,Truist Park,Atlanta Braves,Los Angeles Dodgers,144,119,4,3,8,7,0,0,Partly Cloudy,66,39649,163
778047,2025-05-05,loanDepot park,Miami Marlins,Los Angeles Dodgers,146,119,4,7,10,13,1,1,Roof Closed,72,15395,164
778045,2025-05-05,Yankee Stadium,New York Yankees,San Diego Padres,147,135,3,4,6,6,0,1,Rain,59,38128,173
778049,2025-05-05,Truist Park,Atlanta Braves,Cincinnati Reds,144,113,4,0,7,1,0,0,Partly Cloudy,68,30175,128
778044,2025-05-05,Wrigley Field,Chicago Cubs,San Francisco Giants,112,137,9,2,9,7,0,4,Partly Cloudy,54,36834,143
778043,2025-05-05,Kauffman Stadium,Kansas City Royals,Chicago White Sox,118,145,3,0,7,6,0,0,Clear,73,12529,148
778042,2025-05-05,American Family Field,Milwaukee Brewers,Houston Astros,158,117,5,1,10,9,1,0,Roof Closed,66,20306,149
778036,2025-05-05,Busch Stadium,St. Louis Cardinals,Pittsburgh Pirates,138,134,6,3,11,7,1,0,Partly Cloudy,60,22369,162
778039,2025-05-05,Chase Field,Arizona Diamondbacks,New York Mets,109,121,4,5,9,8,0,0,Roof Closed,76,22674,183
778038,2025-05-05,Sutter Health Park,Athletics,Seattle Mariners,133,136,7,6,13,8,0,1,Clear,83,10257,217
778046,2025-05-06,Nationals Park,Washington Nationals,Cleveland Guardians,120,114,1,9,4,8,0,0,Partly Cloudy,70,21948,143
778026,2025-05-06,Nationals Park,Washington Nationals,Cleveland Guardians,120,114,10,9,10,14,0,2,Cloudy,70,0,172
778046,2025-05-06,Nationals Park,Washington Nationals,Cleveland Guardians,120,114,1,9,4,8,0,0,Partly Cloudy,70,21948,143
778035,2025-05-06,loanDepot park,Miami Marlins,Los Angeles Dodgers,146,119,5,4,11,8,0,0,Roof Closed,72,17312,196
778037,2025-05-06,Fenway Park,Boston Red Sox,Texas Rangers,111,140,1,6,6,16,0,0,Rain,60,29858,166
778040,2025-05-06,George M. Steinbrenner Field,Tampa Bay Rays,Philadelphia Phillies,139,143,4,8,6,13,0,0,Partly Cloudy,85,10046,170
778041,2025-05-06,Yankee Stadium,New York Yankees,San Diego Padres,147,135,12,3,10,10,1,1,Overcast,60,38090,165
778034,2025-05-06,Truist Park,Atlanta Braves,Cincinnati Reds,144,113,2,1,8,7,0,0,Partly Cloudy,77,32835,187
778027,2025-05-06,Wrigley Field,Chicago Cubs,San Francisco Giants,112,137,5,14,8,16,2,1,Clear,68,37303,205
778028,2025-05-06,Target Field,Minnesota Twins,Baltimore Orioles,142,110,9,1,10,3,0,2,Clear,83,19779,153
778033,2025-05-06,Kauffman Stadium,Kansas City Royals,Chicago White Sox,118,145,4,3,8,10,1,1,Partly Cloudy,74,15968,146
778031,2025-05-06,American Family Field,Milwaukee Brewers,Houston Astros,158,117,4,3,6,5,0,0,Clear,65,21075,153
778030,2025-05-06,Busch Stadium,St. Louis Cardinals,Pittsburgh Pirates,138,134,2,1,4,4,0,0,Partly Cloudy,72,25307,134
778025,2025-05-06,Angel Stadium,Los Angeles Angels,Toronto Blue Jays,108,141,8,3,9,9,0,1,Overcast,61,25867,163
778032,2025-05-06,Chase Field,Arizona Diamondbacks,New York Mets,109,121,5,1,7,4,0,2,Clear,74,24353,153
778024,2025-05-06,Sutter Health Park,Athletics,Seattle Mariners,133,136,3,5,10,10,0,1,Clear,83,9615,172
778029,2025-05-08,Coors Field,Colorado Rockies,Detroit Tigers,115,116,1,11,5,14,2,0,Clear,70,23030,143
778022,2025-05-07,Nationals Park,Washington Nationals,Cleveland Guardians,120,114,6,8,13,10,0,1,Partly Cloudy,72,19896,178
778015,2025-05-07,American Family Field,Milwaukee Brewers,Houston Astros,158,117,1,9,4,8,2,0,Roof Closed,63,26922,154
778016,2025-05-07,Busch Stadium,St. Louis Cardinals,Pittsburgh Pirates,138,134,5,0,11,4,1,0,Partly Cloudy,69,27453,137
778020,2025-05-07,Wrigley Field,Chicago Cubs,San Francisco Giants,112,137,1,3,4,9,1,0,Partly Cloudy,55,31889,160
778010,2025-05-07,Sutter Health Park,Athletics,Seattle Mariners,133,136,5,6,10,11,0,0,Sunny,73,9697,178
778014,2025-05-07,Chase Field,Arizona Diamondbacks,New York Mets,109,121,1,7,6,8,1,0,Roof Closed,78,25729,167
778017,2025-05-07,loanDepot park,Miami Marlins,Los Angeles Dodgers,146,119,1,10,5,12,0,2,Sunny,85,13635,163
778018,2025-05-07,Fenway Park,Boston Red Sox,Texas Rangers,111,140,6,4,11,8,1,1,Partly Cloudy,71,31437,164
778021,2025-05-07,George M. Steinbrenner Field,Tampa Bay Rays,Philadelphia Phillies,139,143,0,7,2,11,1,0,Partly Cloudy,84,10046,155
778019,2025-05-07,Yankee Stadium,New York Yankees,San Diego Padres,147,135,4,3,3,6,1,1,Overcast,70,42302,183
778023,2025-05-07,Truist Park,Atlanta Braves,Cincinnati Reds,144,113,3,4,6,7,0,0,Partly Cloudy,68,32761,154
778011,2025-05-07,Target Field,Minnesota Twins,Baltimore Orioles,142,110,5,2,8,10,0,0,Partly Cloudy,69,16417,146
778012,2025-05-07,Kauffman Stadium,Kansas City Royals,Chicago White Sox,118,145,2,1,10,6,0,0,Overcast,62,12328,128
778013,2025-05-07,Coors Field,Colorado Rockies,Detroit Tigers,115,116,6,8,13,10,1,0,Partly Cloudy,54,18855,193
778009,2025-05-07,Angel Stadium,Los Angeles Angels,Toronto Blue Jays,108,141,5,4,9,12,0,0,Clear,72,26646,166
778007,2025-05-08,Target Field,Minnesota Twins,Baltimore Orioles,142,110,5,2,5,10,1,0,Sunny,62,17410,143
778006,2025-05-08,Fenway Park,Boston Red Sox,Texas Rangers,111,140,5,0,6,5,0,0,Partly Cloudy,73,27800,157
778008,2025-05-08,Kauffman Stadium,Kansas City Royals,Chicago White Sox,118,145,10,0,17,6,0,0,Partly Cloudy,69,25386,160
778004,2025-05-08,Coors Field,Colorado Rockies,Detroit Tigers,115,116,2,10,4,14,3,0,Sunny,64,0,140
778029,2025-05-08,Coors Field,Colorado Rockies,Detroit Tigers,115,116,1,11,5,14,2,0,Clear,70,23030,143
778005,2025-05-08,George M. Steinbrenner Field,Tampa Bay Rays,Philadelphia Phillies,139,143,6,7,14,9,1,0,Partly Cloudy,87,10046,189
778003,2025-05-08,Truist Park,Atlanta Braves,Cincinnati Reds,144,113,5,4,10,9,1,1,Clear,83,33794,191
778000,2025-05-08,Angel Stadium,Los Angeles Angels,Toronto Blue Jays,108,141,5,8,9,14,1,2,Clear,76,26245,171
777999,2025-05-08,Chase Field,Arizona Diamondbacks,Los Angeles Dodgers,109,119,5,3,9,9,0,0,Clear,92,40319,147
777996,2025-05-09,Comerica Park,Detroit Tigers,Texas Rangers,116,140,2,1,3,3,0,0,Clear,63,28407,121
777998,2025-05-09,PNC Park,Pittsburgh Pirates,Atlanta Braves,134,144,3,2,5,7,0,0,Partly Cloudy,61,19357,143
777995,2025-05-09,Nationals Park,Washington Nationals,St. Louis Cardinals,120,138,0,10,6,11,1,0,Clear,59,27849,165
778002,2025-05-09,George M. Steinbrenner Field,Tampa Bay Rays,Milwaukee Brewers,139,158,4,3,7,8,1,3,Partly Cloudy,82,10046,163
778001,2025-05-09,Citi Field,New York Mets,Chicago Cubs,121,112,7,2,13,5,1,1,Cloudy,57,41243,169
777997,2025-05-09,Progressive Field,Cleveland Guardians,Philadelphia Phillies,114,143,6,0,9,6,1,0,Clear,56,25328,158
777990,2025-05-09,Kauffman Stadium,Kansas City Royals,Boston Red Sox,118,111,2,1,8,6,0,0,Partly Cloudy,73,30348,187
777991,2025-05-09,Rate Field,Chicago White Sox,Miami Marlins,145,146,6,2,6,7,1,1,Clear,58,18992,152
777989,2025-05-09,Daikin Park,Houston Astros,Cincinnati Reds,117,113,3,0,13,4,0,0,Roof Closed,73,36857,145
777992,2025-05-09,Target Field,Minnesota Twins,San Francisco Giants,142,137,3,1,7,3,0,1,Partly Cloudy,84,21744,125
777993,2025-05-09,Coors Field,Colorado Rockies,San Diego Padres,115,135,9,13,15,16,3,2,Partly Cloudy,71,30490,191
777986,2025-05-09,Angel Stadium,Los Angeles Angels,Baltimore Orioles,108,110,1,4,4,9,0,0,Clear,85,30778,177
777988,2025-05-09,Chase Field,Arizona Diamondbacks,Los Angeles Dodgers,109,119,11,14,11,15,1,0,Clear,94,49122,199
777984,2025-05-09,T-Mobile Park,Seattle Mariners,Toronto Blue Jays,136,141,3,6,9,10,1,0,Cloudy,64,31564,172
777994,2025-05-09,Sutter Health Park,Athletics,New York Yankees,133,147,2,10,7,14,2,0,Clear,91,12049,163
777980,2025-05-10,Nationals Park,Washington Nationals,St. Louis Cardinals,120,138,2,4,7,7,0,0,Sunny,73,37796,149
777985,2025-05-10,PNC Park,Pittsburgh Pirates,Atlanta Braves,134,144,2,3,9,5,1,1,Sunny,72,27767,185
777972,2025-05-10,Sutter Health Park,Athletics,New York Yankees,133,147,11,7,14,9,1,1,Sunny,88,12113,179
777981,2025-05-10,George M. Steinbrenner Field,Tampa Bay Rays,Milwaukee Brewers,139,158,3,2,5,4,2,0,Cloudy,84,10046,143
777987,2025-05-10,Comerica Park,Detroit Tigers,Texas Rangers,116,140,3,10,7,10,0,0,Clear,70,40844,167
777983,2025-05-10,Progressive Field,Cleveland Guardians,Philadelphia Phillies,114,143,1,7,4,13,0,0,Clear,72,34782,152
777979,2025-05-10,Daikin Park,Houston Astros,Cincinnati Reds,117,113,9,13,14,12,0,0,Roof Closed,73,32335,196
777977,2025-05-10,Kauffman Stadium,Kansas City Royals,Boston Red Sox,118,111,1,10,9,15,0,2,Clear,80,29460,160
777978,2025-05-10,Rate Field,Chicago White Sox,Miami Marlins,145,146,1,3,4,7,0,0,Clear,55,24264,161
777982,2025-05-10,Citi Field,New York Mets,Chicago Cubs,121,112,5,6,8,9,1,1,Clear,68,41423,176
777974,2025-05-10,Target Field,Minnesota Twins,San Francisco Giants,142,137,2,1,5,4,0,1,Partly Cloudy,75,23812,124
777975,2025-05-10,Chase Field,Arizona Diamondbacks,Los Angeles Dodgers,109,119,3,0,9,5,0,0,Roof Closed,76,47106,134
777976,2025-05-10,Coors Field,Colorado Rockies,San Diego Padres,115,135,0,21,5,24,1,0,Clear,78,38423,155
777973,2025-05-10,Angel Stadium,Los Angeles Angels,Baltimore Orioles,108,110,5,2,7,6,1,0,Clear,89,27975,164
777970,2025-05-10,T-Mobile Park,Seattle Mariners,Toronto Blue Jays,136,141,3,6,6,10,0,0,Partly Cloudy,64,31182,157
777968,2025-05-11,Citi Field,New York Mets,Chicago Cubs,121,112,6,2,12,3,0,0,Sunny,73,41673,160
777962,2025-05-11,Nationals Park,Washington Nationals,St. Louis Cardinals,120,138,1,6,5,9,0,0,Partly Cloudy,81,20585,144
777967,2025-05-11,PNC Park,Pittsburgh Pirates,Atlanta Braves,134,144,4,3,11,8,0,0,Sunny,72,17845,164
777969,2025-05-11,Comerica Park,Detroit Tigers,Texas Rangers,116,140,1,6,4,12,1,0,Sunny,63,36138,161
777964,2025-05-11,George M. Steinbrenner Field,Tampa Bay Rays,Milwaukee Brewers,139,158,2,4,8,7,0,0,Overcast,78,10046,148
777963,2025-05-11,Daikin Park,Houston Astros,Cincinnati Reds,117,113,6,0,9,2,0,1,Roof Closed,73,37794,156
777965,2025-05-11,Kauffman Stadium,Kansas City Royals,Boston Red Sox,118,111,1,3,4,8,0,2,Sunny,79,25785,144
777956,2025-05-11,Target Field,Minnesota Twins,San Francisco Giants,142,137,7,6,12,9,0,1,Sunny,85,23551,177
777966,2025-05-11,Rate Field,Chicago White Sox,Miami Marlins,145,146,4,2,7,7,1,0,Sunny,64,16805,154
777955,2025-05-11,Coors Field,Colorado Rockies,San Diego Padres,115,135,9,3,12,5,1,0,Sunny,82,34422,133
777957,2025-05-11,Sutter Health Park,Athletics,New York Yankees,133,147,2,12,7,15,0,0,Sunny,75,12224,169
777961,2025-05-11,Angel Stadium,Los Angeles Angels,Baltimore Orioles,108,110,3,7,6,8,2,0,Partly Cloudy,89,29460,163
777954,2025-05-11,Chase Field,Arizona Diamondbacks,Los Angeles Dodgers,109,119,1,8,6,18,0,0,Roof Closed,76,46292,167
777958,2025-05-11,T-Mobile Park,Seattle Mariners,Toronto Blue Jays,136,141,1,9,4,15,0,0,Cloudy,58,36823,152
777971,2025-05-11,Progressive Field,Cleveland Guardians,Philadelphia Phillies,114,143,0,3,3,6,0,0,Clear,61,20304,150
777960,2025-05-12,Progressive Field,Cleveland Guardians,Milwaukee Brewers,114,158,5,0,6,7,0,0,Partly Cloudy,71,17359,163
777951,2025-05-12,Comerica Park,Detroit Tigers,Boston Red Sox,116,111,14,2,18,6,0,2,Cloudy,78,20136,153
777953,2025-05-12,Citizens Bank Park,Philadelphia Phillies,St. Louis Cardinals,143,138,2,3,9,5,0,0,Cloudy,79,42513,148
777950,2025-05-12,Citi Field,New York Mets,Pittsburgh Pirates,121,134,4,3,10,6,1,0,Cloudy,67,35580,171
777959,2025-05-12,Truist Park,Atlanta Braves,Washington Nationals,144,120,4,3,10,8,1,0,Cloudy,76,32696,141
777952,2025-05-12,Wrigley Field,Chicago Cubs,Miami Marlins,112,146,5,2,8,7,0,0,Partly Cloudy,63,32271,156
777949,2025-05-12,Globe Life Field,Texas Rangers,Colorado Rockies,140,115,2,1,3,6,0,0,Clear,82,23123,129
777948,2025-05-12,Daikin Park,Houston Astros,Kansas City Royals,117,118,5,7,11,11,0,2,Roof Closed,73,26386,164
777947,2025-05-12,Petco Park,San Diego Padres,Los Angeles Angels,135,108,5,9,9,7,1,1,Partly Cloudy,64,41419,178
777941,2025-05-12,T-Mobile Park,Seattle Mariners,New York Yankees,136,147,5,11,6,15,0,0,Partly Cloudy,62,27895,180
777939,2025-05-12,Oracle Park,San Francisco Giants,Arizona Diamondbacks,137,109,1,2,8,9,0,0,Partly Cloudy,58,27387,137
777944,2025-05-13,Progressive Field,Cleveland Guardians,Milwaukee Brewers,114,158,2,0,7,3,0,0,Overcast,71,16153,131
777940,2025-05-13,Comerica Park,Detroit Tigers,Boston Red Sox,116,111,10,9,11,14,0,1,Cloudy,67,20115,217
777945,2025-05-13,Great American Ball Park,Cincinnati Reds,Chicago White Sox,113,145,1,5,6,9,0,0,Overcast,67,18997,177
777935,2025-05-13,Rogers Centre,Toronto Blue Jays,Tampa Bay Rays,141,139,9,11,10,10,0,0,Roof Closed,68,27717,176
777943,2025-05-13,Citi Field,New York Mets,Pittsburgh Pirates,121,134,2,1,5,6,2,0,Cloudy,65,35926,149
777942,2025-05-13,Truist Park,Atlanta Braves,Washington Nationals,144,120,5,2,11,5,0,1,Partly Cloudy,72,32725,145
777936,2025-05-13,Wrigley Field,Chicago Cubs,Miami Marlins,112,146,5,4,6,9,1,2,Partly Cloudy,64,38083,162
777934,2025-05-13,Globe Life Field,Texas Rangers,Colorado Rockies,140,115,4,1,8,5,0,0,Roof Closed,74,19924,148
777931,2025-05-13,Daikin Park,Houston Astros,Kansas City Royals,117,118,2,1,7,6,0,0,Roof Closed,73,27114,128
777932,2025-05-13,Petco Park,San Diego Padres,Los Angeles Angels,135,108,6,4,6,8,0,2,Partly Cloudy,64,43957,155
777926,2025-05-13,T-Mobile Park,Seattle Mariners,New York Yankees,136,147,2,1,6,5,1,0,Cloudy,62,30840,201
777930,2025-05-13,Oracle Park,San Francisco Giants,Arizona Diamondbacks,137,109,10,6,13,11,0,2,Clear,60,30960,180
777937,2025-05-13,Dodger Stadium,Los Angeles Dodgers,Athletics,119,133,1,11,8,18,1,1,Clear,65,45161,154
777938,2025-05-14,Oriole Park at Camden Yards,Baltimore Orioles,Minnesota Twins,110,142,6,8,11,10,0,0,Partly Cloudy,70,10169,156
777933,2025-05-14,Citizens Bank Park,Philadelphia Phillies,St. Louis Cardinals,143,138,7,14,10,19,1,0,Overcast,64,35150,197
777924,2025-05-14,Oriole Park at Camden Yards,Baltimore Orioles,Minnesota Twins,110,142,3,6,4,9,1,4,Cloudy,66,0,181
777938,2025-05-14,Oriole Park at Camden Yards,Baltimore Orioles,Minnesota Twins,110,142,6,8,11,10,0,0,Partly Cloudy,70,10169,156
777922,2025-05-14,Citizens Bank Park,Philadelphia Phillies,St. Louis Cardinals,143,138,2,1,7,6,0,0,Drizzle,61,40773,156
777933,2025-05-14,Citizens Bank Park,Philadelphia Phillies,St. Louis Cardinals,143,138,7,14,10,19,1,0,Overcast,64,35150,197
777925,2025-05-14,Progressive Field,Cleveland Guardians,Milwaukee Brewers,114,158,5,9,7,13,0,0,Partly Cloudy,75,25063,177
777916,2025-05-14,Oracle Park,San Francisco Giants,Arizona Diamondbacks,137,109,7,8,11,13,0,0,Partly Cloudy,64,30078,194
777915,2025-05-14,T-Mobile Park,Seattle Mariners,New York Yankees,136,147,2,3,6,9,0,0,Roof Closed,54,30520,163
777927,2025-05-14,Comerica Park,Detroit Tigers,Boston Red Sox,116,111,6,5,10,11,0,1,Partly Cloudy,75,21013,158
777923,2025-05-14,Rogers Centre,Toronto Blue Jays,Tampa Bay Rays,141,139,3,1,8,7,2,1,Roof Closed,68,22314,147
777919,2025-05-14,Citi Field,New York Mets,Pittsburgh Pirates,121,134,0,4,6,9,0,0,Cloudy,62,34473,171
777928,2025-05-14,Great American Ball Park,Cincinnati Reds,Chicago White Sox,113,145,2,4,9,10,0,0,Partly Cloudy,71,43585,160
777929,2025-05-14,Truist Park,Atlanta Braves,Washington Nationals,144,120,4,5,8,11,2,1,Partly Cloudy,81,37134,178
777921,2025-05-14,Wrigley Field,Chicago Cubs,Miami Marlins,112,146,1,3,5,6,0,0,Partly Cloudy,60,34167,131
777918,2025-05-14,Globe Life Field,Texas Rangers,Colorado Rockies,140,115,8,3,11,7,0,0,Roof Closed,74,18679,166
777920,2025-05-14,Daikin Park,Houston Astros,Kansas City Royals,117,118,4,3,8,8,0,0,Roof Closed,73,24641,149
777914,2025-05-14,Petco Park,San Diego Padres,Los Angeles Angels,135,108,5,1,7,4,0,1,Partly Cloudy,66,43766,141
777917,2025-05-14,Dodger Stadium,Los Angeles Dodgers,Athletics,119,133,9,3,13,5,0,0,Clear,65,50071,154
777909,2025-05-15,Truist Park,Atlanta Braves,Washington Nationals,144,120,5,2,9,6,1,1,Partly Cloudy,75,34074,142
777911,2025-05-15,Oriole Park at Camden Yards,Baltimore Orioles,Minnesota Twins,110,142,0,4,6,7,0,0,Partly Cloudy,73,30926,165
777912,2025-05-15,Great American Ball Park,Cincinnati Reds,Chicago White Sox,113,145,7,1,12,4,0,1,Partly Cloudy,82,19513,130
777913,2025-05-15,Rogers Centre,Toronto Blue Jays,Tampa Bay Rays,141,139,3,8,8,14,0,0,Sunny,60,22856,154
777910,2025-05-15,Globe Life Field,Texas Rangers,Houston Astros,140,117,1,0,3,5,1,0,Roof Closed,74,28108,121
777946,2025-05-15,Dodger Stadium,Los Angeles Dodgers,Athletics,119,133,19,2,18,3,0,0,Clear,67,51272,157
777900,2025-05-16,Wrigley Field,Chicago Cubs,Chicago White Sox,112,145,13,3,15,11,0,2,Sunny,82,40171,172
777902,2025-05-16,Great American Ball Park,Cincinnati Reds,Cleveland Guardians,113,114,5,4,11,5,0,1,Partly Cloudy,80,26131,141
777905,2025-05-16,Citizens Bank Park,Philadelphia Phillies,Pittsburgh Pirates,143,134,8,4,9,7,0,0,Partly Cloudy,73,44039,172
777907,2025-05-16,Oriole Park at Camden Yards,Baltimore Orioles,Washington Nationals,110,120,3,4,14,5,2,1,Partly Cloudy,74,21171,198
777904,2025-05-16,Yankee Stadium,New York Yankees,New York Mets,147,121,6,2,8,5,0,1,Overcast,68,47700,178
777906,2025-05-16,Rogers Centre,Toronto Blue Jays,Detroit Tigers,141,116,4,5,10,10,0,0,Clear,65,23146,175
777908,2025-05-16,Fenway Park,Boston Red Sox,Atlanta Braves,111,144,2,4,6,7,0,0,Clear,76,34648,155
777903,2025-05-16,loanDepot park,Miami Marlins,Tampa Bay Rays,146,139,9,4,13,7,1,1,Clear,85,11714,165
777901,2025-05-16,Kauffman Stadium,Kansas City Royals,St. Louis Cardinals,118,138,3,10,9,13,1,0,Clear,77,28104,165
777895,2025-05-16,Globe Life Field,Texas Rangers,Houston Astros,140,117,3,6,5,9,0,1,Roof Closed,74,33035,180
777898,2025-05-16,American Family Field,Milwaukee Brewers,Minnesota Twins,158,142,0,3,5,9,0,0,Roof Closed,77,33070,152
777897,2025-05-16,Chase Field,Arizona Diamondbacks,Colorado Rockies,109,115,8,0,12,2,0,0,Clear,87,35204,166
777896,2025-05-16,Petco Park,San Diego Padres,Seattle Mariners,135,136,1,5,8,10,0,0,Partly Cloudy,62,41336,150
777899,2025-05-16,Dodger Stadium,Los Angeles Dodgers,Los Angeles Angels,119,108,2,6,7,10,0,0,Partly Cloudy,63,46273,161
777891,2025-05-16,Oracle Park,San Francisco Giants,Athletics,137,133,9,1,13,5,0,0,Clear,60,41112,154
777888,2025-05-17,Yankee Stadium,New York Yankees,New York Mets,147,121,2,3,8,6,0,0,Sunny,74,47510,177
777881,2025-05-17,Wrigley Field,Chicago Cubs,Chicago White Sox,112,145,7,3,9,6,0,1,Cloudy,64,40134,171
777886,2025-05-17,Rogers Centre,Toronto Blue Jays,Detroit Tigers,141,116,2,1,4,4,0,0,Roof Closed,68,40171,143
777890,2025-05-17,Oriole Park at Camden Yards,Baltimore Orioles,Washington Nationals,110,120,6,10,10,11,0,2,Partly Cloudy,84,28208,170
777889,2025-05-17,loanDepot park,Miami Marlins,Tampa Bay Rays,146,139,0,4,6,10,0,0,Roof Closed,72,12052,149
777894,2025-05-17,Citizens Bank Park,Philadelphia Phillies,Pittsburgh Pirates,143,134,5,2,10,4,0,0,Clear,84,44164,163
777892,2025-05-17,Great American Ball Park,Cincinnati Reds,Cleveland Guardians,113,114,4,1,9,8,1,0,Partly Cloudy,70,38586,133
777882,2025-05-17,Globe Life Field,Texas Rangers,Houston Astros,140,117,5,1,6,5,0,3,Roof Closed,74,38465,149
777885,2025-05-17,Kauffman Stadium,Kansas City Royals,St. Louis Cardinals,118,138,0,1,4,2,1,0,Clear,79,36134,109
777893,2025-05-17,Fenway Park,Boston Red Sox,Atlanta Braves,111,144,7,6,10,13,0,1,Partly Cloudy,74,34594,173
777883,2025-05-17,American Family Field,Milwaukee Brewers,Minnesota Twins,158,142,0,7,3,18,0,0,Roof Closed,70,40267,170
777887,2025-05-17,Chase Field,Arizona Diamondbacks,Colorado Rockies,109,115,12,14,15,19,0,2,Cloudy,89,35129,202
777875,2025-05-17,Petco Park,San Diego Padres,Seattle Mariners,135,136,1,4,8,6,0,0,Partly Cloudy,62,42240,163
777879,2025-05-17,Oracle Park,San Francisco Giants,Athletics,137,133,1,0,5,5,0,0,Clear,62,40448,143
777884,2025-05-17,Dodger Stadium,Los Angeles Dodgers,Los Angeles Angels,119,108,9,11,15,13,1,1,Overcast,63,50084,217
777869,2025-05-18,Globe Life Field,Texas Rangers,Houston Astros,140,117,3,4,7,4,0,0,Roof Closed,74,34433,165
777873,2025-05-18,Oriole Park at Camden Yards,Baltimore Orioles,Washington Nationals,110,120,4,10,9,13,1,1,Partly Cloudy,77,37264,160
777880,2025-05-18,Citizens Bank Park,Philadelphia Phillies,Pittsburgh Pirates,143,134,1,0,3,6,0,0,Partly Cloudy,74,44356,119
777876,2025-05-18,Fenway Park,Boston Red Sox,Atlanta Braves,111,144,4,10,8,16,0,0,Cloudy,68,35012,146
777871,2025-05-18,Rogers Centre,Toronto Blue Jays,Detroit Tigers,141,116,2,3,7,11,0,2,Roof Closed,68,36064,165
777874,2025-05-18,Great American Ball Park,Cincinnati Reds,Cleveland Guardians,113,114,3,1,9,9,0,1,Partly Cloudy,73,27628,166
777877,2025-05-18,loanDepot park,Miami Marlins,Tampa Bay Rays,146,139,5,1,10,3,1,1,Dome,72,10529,142
777864,2025-05-18,Kauffman Stadium,Kansas City Royals,St. Louis Cardinals,118,138,2,1,9,12,0,0,Partly Cloudy,77,25695,144
777865,2025-05-18,American Family Field,Milwaukee Brewers,Minnesota Twins,158,142,5,2,5,6,1,0,Roof Closed,63,30018,141
777872,2025-05-18,Wrigley Field,Chicago Cubs,Chicago White Sox,112,145,6,2,10,8,0,1,Cloudy,54,40152,158
777867,2025-05-18,Oracle Park,San Francisco Giants,Athletics,137,133,3,2,5,4,0,0,Sunny,69,40051,139
777870,2025-05-18,Chase Field,Arizona Diamondbacks,Colorado Rockies,109,115,1,0,4,3,0,0,Roof Closed,78,28888,145
777866,2025-05-18,Dodger Stadium,Los Angeles Dodgers,Los Angeles Angels,119,108,4,6,5,8,0,1,Partly Cloudy,73,51997,185
777868,2025-05-18,Petco Park,San Diego Padres,Seattle Mariners,135,136,1,6,7,8,1,1,Partly Cloudy,64,43320,161
777878,2025-05-18,Yankee Stadium,New York Yankees,New York Mets,147,121,8,2,7,3,1,2,Cloudy,70,48028,186
777859,2025-05-19,PNC Park,Pittsburgh Pirates,Cincinnati Reds,134,113,1,7,5,12,1,0,Partly Cloudy,65,10842,158
777863,2025-05-19,loanDepot park,Miami Marlins,Chicago Cubs,146,112,8,7,11,12,0,0,Roof Closed,72,9935,172
777856,2025-05-19,Fenway Park,Boston Red Sox,New York Mets,111,121,3,1,8,8,1,1,Partly Cloudy,55,33548,158
777858,2025-05-19,George M. Steinbrenner Field,Tampa Bay Rays,Houston Astros,139,117,3,4,7,11,0,1,Partly Cloudy,87,10046,152
777861,2025-05-19,Target Field,Minnesota Twins,Cleveland Guardians,142,114,6,5,12,8,0,0,Overcast,57,0,169
777857,2025-05-19,Rate Field,Chicago White Sox,Seattle Mariners,145,136,1,5,5,8,1,0,Partly Cloudy,49,10380,148
777860,2025-05-19,American Family Field,Milwaukee Brewers,Baltimore Orioles,158,110,5,4,11,6,1,0,Roof Closed,65,22319,158
777862,2025-05-19,Busch Stadium,St. Louis Cardinals,Detroit Tigers,138,116,11,4,16,8,1,1,Partly Cloudy,83,24817,159
777852,2025-05-19,Coors Field,Colorado Rockies,Philadelphia Phillies,115,143,3,9,6,17,1,1,Cloudy,61,23487,166
777855,2025-05-19,Oracle Park,San Francisco Giants,Kansas City Royals,137,118,1,3,6,10,1,0,Clear,65,28432,144
777853,2025-05-19,Sutter Health Park,Athletics,Los Angeles Angels,133,108,3,4,7,8,0,1,Clear,81,10519,168
